NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
LOWER PARADISE CHANNEL,,721,49.81956456770,-123.15293185800,Artificial Channel,900-105574-143635-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-12900-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49996,SC,GStr,SC+GStr
LYNN CREEK,LYNN CREEK,693,49.30037472620,-123.03913390200,Stream,900-079298-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-066900-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49850,SC,GStr,SC+GStr
MACKAY CREEK,MACKAY CREEK,696,49.31407134150,-123.10259975300,Stream,900-081565-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-069300-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49865,SC,GStr,SC+GStr
MAMQUAM RIVER,MAMQUAM RIVER,709,49.73344308780,-123.15466231400,Stream,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49930,SC,GStr,SC+GStr
MAMQUAM SPAWNING CHANNEL,,715,49.73160997650,-123.13101775200,Artificial Channel,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49966,SC,GStr,SC+GStr
MANNION CREEK,MANNION CREEK,753,49.46229020180,-123.44749828500,Stream,905-362156-488174-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-079000-48200-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49460,SC,GStr,SC+GStr
MAPLEWOOD CREEK,,692,49.30921429190,-123.01999317500,Stream,,,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49845,SC,GStr,SC+GStr
MASHITER CREEK,MASHITER CREEK,714,49.73348820350,-123.11430477600,Stream,900-105574-066486-101671-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-08900-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49957,SC,GStr,SC+GStr
MASHITER SPAWNING CHANNEL,,711,49.73767043640,-123.10829377300,Artificial Channel,900-105574-066486-101671-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-08900-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49941,SC,GStr,SC+GStr
MCCARTNEY CREEK,MCCARTNEY CREEK,690,49.30788316620,-122.99901012400,Stream,900-076220-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-064400-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49835,SC,GStr,SC+GStr
MCNAB CREEK,MCNAB CREEK,742,49.56191366190,-123.38054123200,Stream,900-113519-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-106300-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50102,SC,GStr,SC+GStr
MCNAIR CREEK,MCNAIR CREEK,744,49.51074037740,-123.49497655800,Stream,900-117072-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-109700-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50122,SC,GStr,SC+GStr
MEIGHAN CREEK,,710,49.74809916890,-123.14237995800,Stream,900-105574-087851-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-07100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49936,SC,GStr,SC+GStr
MEIGHAN CREEK,,710,49.74809916890,-123.14237995800,Stream,900-105574-087851-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-07100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49935,SC,GStr,SC+GStr
MILL CREEK,MILL CREEK,740,49.66505492840,-123.25234438600,Stream,900-107324-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-100100-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50082,SC,GStr,SC+GStr
MISSION CREEK,,732,49.95167564290,-123.30916581800,Stream,900-105574-455762-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-45800-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50046,SC,GStr,SC+GStr
MOODY CHANNEL,,722,49.80212369780,-123.15380846000,Artificial Channel,900-105574-143635-041488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-12900-04000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50001,SC,GStr,SC+GStr
MOSQUITO CREEK,MOSQUITO CREEK,695,49.31337063870,-123.09155080400,Stream,900-081129-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-069000-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49860,SC,GStr,SC+GStr
MOSSOM CREEK,MOSSOM CREEK,686,49.29728279100,-122.86726280700,Stream,900-058209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-046300-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49815,SC,GStr,SC+GStr
NELSON CREEK,NELSON CREEK,702,49.35691866310,-123.26828063200,Stream,900-088087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-075500-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49885,SC,GStr,SC+GStr
NOONS CREEK,NOONS CREEK,685,49.28409034020,-122.83488739000,Stream,900-057239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-045300-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49810,SC,GStr,SC+GStr
OUILLET CREEK,OUILLET CREEK,748,49.46701287740,-123.48727553100,Stream,900-119078-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-111600-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50162,SC,GStr,SC+GStr
PILLCHUCK CREEK,PILLCHUCK CREEK,727,49.86501678580,-123.23656188600,Stream,900-105574-291132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-28400-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50022,SC,GStr,SC+GStr
POTLATCH CREEK,POTLATCH CREEK,741,49.58070896230,-123.31609681300,Stream,900-111440-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-104300-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50092,SC,GStr,SC+GStr
RAINY RIVER,RAINY RIVER,743,49.52208271940,-123.48131032800,Stream,900-116425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-109100-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50112,SC,GStr,SC+GStr
RICHARDS CREEK,,687,49.38463810440,-122.86316864700,Stream,900-064646-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-052700-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49820,SC,GStr,SC+GStr
ROBERTS CREEK,ROBERTS CREEK,757,49.41940438930,-123.64182434700,Stream,900-125537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-118200-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,48636,SC,GStr,SC+GStr
SEYMOUR RIVER,SEYMOUR RIVER,691,49.30187967900,-123.02461770100,Stream,900-078372-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-066100-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49840,SC,GStr,SC+GStr
SHANNON CREEK,SHANNON CREEK,772,49.67508421950,-123.16147426800,Stream,900-102436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-090400-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,48796,SC,GStr,SC+GStr
SHOVELNOSE CREEK,SHOVELNOSE CREEK,737,50.06843944960,-123.34357751200,Stream,900-105574-624674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-63100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50071,SC,GStr,SC+GStr
SOUTH TWIN CREEK,,747,49.47857745630,-123.48367680600,Stream,900-118666-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-111200-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50152,SC,GStr,SC+GStr
SPRING CREEK,,736,50.02062589050,-123.35297871200,Stream,900-105574-560641-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-56300-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50066,SC,GStr,SC+GStr
SQUAMISH RIVER,SQUAMISH RIVER,708,49.68522031770,-123.18077581500,Stream,900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49925,SC,GStr,SC+GStr
STAWAMUS RIVER,STAWAMUS RIVER,705,49.68830658080,-123.15473823900,Stream,900-102882-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-091000-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49906,SC,GStr,SC+GStr
TENDERFOOT CREEK,TENDERFOOT CREEK,724,49.82430149140,-123.14867806600,Stream,900-105574-143635-077212-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-12900-07804-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50011,SC,GStr,SC+GStr
TERMINAL CREEK,TERMINAL CREEK,703,49.38578453970,-123.34324316400,Stream,905-354245-702008-180383-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-074000-76000-16300-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49890,SC,GStr,SC+GStr
THIRTY SEVEN MILE CREEK,,363,50.12889570980,-123.39711862000,Stream,900-105574-719779-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-73100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,45662,SC,GStr,SC+GStr
THIRTY-SIX MILE CREEK,,738,50.10988548020,-123.38705092200,Stream,900-105574-693333-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-70400-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50076,SC,GStr,SC+GStr
TIEMPO SPAWNING CHANNEL,,713,49.72820011410,-123.11614540500,Artificial Channel,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49951,SC,GStr,SC+GStr
TWENTY EIGHT MILE CREEK,,735,49.99735430710,-123.32329925900,Stream,900-105574-521716-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-52600-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50061,SC,GStr,SC+GStr
UPPER PARADISE CHANNEL,,723,49.82233465870,-123.15378868000,Artificial Channel,900-105574-143635-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-12900-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50006,SC,GStr,SC+GStr
WEST BAY CREEK,WHISPERING CREEK,752,49.46127047310,-123.41951776200,Stream,905-362156-370805-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-079000-36000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49455,SC,GStr,SC+GStr
WHISPERING CREEK,WHISPERING CREEK,751,49.47148633050,-123.40237727900,Stream,905-362156-343145-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-079000-33000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,49450,SC,GStr,SC+GStr
WILDWOOD SPAWNING CHANNEL,,730,49.92056832240,-123.29363371000,Artificial Channel,900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,50041,SC,GStr,SC+GStr
WILSON CREEK,WILSON CREEK,759,49.43848023920,-123.70988317100,Stream,900-127206-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-119900-00000-00000-0000-0000-000-000-000-000-000-000,HOWE SOUND-BURRARD INLET,CO-10,CO,Current,48656,SC,GStr,SC+GStr
ANDERSON CREEK,ANDERSON CREEK,2615,49.64047583190,-123.98758345300,Stream,900-146581-010983-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-143400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,138,SC,GStr,SC+GStr
ANGUS CREEK,ANGUS CREEK,771,49.50711288960,-123.75659661900,Stream,900-169940-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-166800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48786,SC,GStr,SC+GStr
BIRD COVE CREEK,,1129,50.20579142310,-125.09759952600,Stream,905-416621-771473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-323500-09100-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,52793,SC,GStr,SC+GStr
BIRD COVE CREEK,,1129,50.20579142310,-125.09759952600,Stream,905-416621-771473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-323500-09100-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,52792,SC,GStr,SC+GStr
BLACK LAKE CREEK,,806,50.15834962120,-124.77474837200,Stream,905-415614-889903-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-323000-91300-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49136,SC,GStr,SC+GStr
BREM RIVER,BREM RIVER,813,50.43562184730,-124.66634212900,Stream,900-358652-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-357900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,50502,SC,GStr,SC+GStr
BREM RIVER TRIBUTARY,,814,50.44015225540,-124.66707762500,Stream,900-358652-020005-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-357900-01700-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,50512,SC,GStr,SC+GStr
BRITTAIN RIVER,BRITTAIN RIVER,784,49.99745037960,-124.00965709700,Stream,900-247763-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-244600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48916,SC,GStr,SC+GStr
BURNET CREEK,,770,49.50035929150,-123.74671309200,Stream,900-169576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-166300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48776,SC,GStr,SC+GStr
CARLSON CREEK,CARLSON CREEK,768,49.54193053400,-123.79966708800,Stream,900-165880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-162600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48756,SC,GStr,SC+GStr
CARRINGTON CREEK,,2076,50.12989816010,-125.00052794800,Stream,905-407298-332262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-292500-50698-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,45389,SC,GStr,SC+GStr
CRANBY CREEK,CRANBY CREEK,797,49.67937663030,-124.48062460000,Stream,905-365549-288457-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-126000-31000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49046,SC,GStr,SC+GStr
DEIGHTON CREEK,DEIGHTON CREEK,794,49.79287757820,-124.46767246400,Stream,900-284292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-280800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49016,SC,GStr,SC+GStr
DESERTED RIVER,DESERTED RIVER,780,50.09275635220,-123.74213625000,Stream,900-223912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-220600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48876,SC,GStr,SC+GStr
DORISTON CREEK,,767,49.70151034290,-123.89031701800,Stream,900-159630-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-156200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48746,SC,GStr,SC+GStr
FORBES BAY CREEK,,804,50.27464061180,-124.62199273900,Stream,900-336002-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-333800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49116,SC,GStr,SC+GStr
FORBES CREEK,FORBES CREEK,803,50.24169438050,-124.59011825700,Stream,900-334593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-332400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49106,SC,GStr,SC+GStr
GRAY CREEK,GRAY CREEK,773,49.53858079180,-123.76559529000,Stream,900-171722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-168400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48806,SC,GStr,SC+GStr
HALFMOON CREEK,HALFMOON CREEK,762,49.51219872200,-123.90860625100,Stream,900-133839-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-126900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48701,SC,GStr,SC+GStr
HANSON'S CREEK,,802,50.15947899820,-124.96701185000,Stream,905-407298-462367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-292500-44800-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49096,SC,GStr,SC+GStr
HASKINS CREEK,,2752,49.69885132860,-123.99391290900,Stream,900-150628-420470-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-147300-60600-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,3076,SC,GStr,SC+GStr
HUNAECHIN CREEK,HUNAECHIN CREEK,783,50.21533218040,-123.99094811500,Stream,900-236275-044765-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-233000-04300-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48906,SC,GStr,SC+GStr
JEFFERD CREEK,JEFFERD CREEK,788,49.77492544580,-124.27933206600,Stream,900-275764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-272400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48956,SC,GStr,SC+GStr
KELLY CREEK,KELLY CREEK,793,49.77388575690,-124.38009771900,Stream,900-282198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-278600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49006,SC,GStr,SC+GStr
KLITE RIVER,KLITE RIVER,809,50.51142404880,-124.32945486300,Stream,900-350660-051414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-03300-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,50462,SC,GStr,SC+GStr
LANG CREEK,LANG CREEK,792,49.77633682410,-124.37070809800,Stream,900-281581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-278100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48996,SC,GStr,SC+GStr
LITTLE TOBA RIVER,LITTLE TOBA RIVER,810,50.50970912050,-124.20755031200,Stream,900-350660-230341-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-24400-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,50472,SC,GStr,SC+GStr
LOIS RIVER,LOIS RIVER,790,49.77346406370,-124.33061185400,Stream,900-280522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-277000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48976,SC,GStr,SC+GStr
MIXAL LAKE CREEK,,765,49.66466032440,-124.03413636200,Stream,900-150628-163554-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-147300-18900-11700-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,48731,SC,GStr,SC+GStr
MOUAT CREEK,MOUAT CREEK,796,49.64262918390,-124.44594608900,Stream,905-365549-247419-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-126000-26900-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49036,SC,GStr,SC+GStr
MYERS CREEK,MYERS CREEK,2616,49.64041316480,-123.98859390000,Stream,900-146581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-143500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,178,SC,GStr,SC+GStr
MYRTLE CREEK,MYRTLE CREEK,795,49.79464074990,-124.47963475500,Stream,900-284569-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-281100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49026,SC,GStr,SC+GStr
OKEOVER CREEK,,799,49.96401910400,-124.67550391100,Stream,900-305975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-303400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT MAINLAND,CO-11,CO,Current,49066,SC,GStr,SC+GStr
