NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
ROBBERS KNOB CREEK,,837,50.52093894230,-126.05527914600,Stream,900-527134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-524300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50740,SC,SFj,SC+SFj
SEYMOUR RIVER,SEYMOUR RIVER,897,51.19330668450,-126.67254748800,Stream,900-874507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-875400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,49524,SC,SFj,SC+SFj
SOUTHGATE RIVER,SOUTHGATE RIVER,817,50.88612491240,-124.78749048700,Stream,900-405080-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-404100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50540,SC,SFj,SC+SFj
STAFFORD RIVER,STAFFORD RIVER,829,50.72019450350,-125.47633699700,Stream,900-474796-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-471200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50660,SC,SFj,SC+SFj
VINER SOUND CREEK,,868,50.78852507100,-126.35982262900,Stream,905-458062-453645-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-39800-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,51050,SC,SFj,SC+SFj
WAKEMAN RIVER,WAKEMAN RIVER,874,51.03800006550,-126.51818875700,Stream,900-690764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-692800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,51110,SC,SFj,SC+SFj
WORTLEY CREEK,WORTLEY CREEK,832,50.49041817510,-125.69692666900,Stream,900-495964-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-492600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50690,SC,SFj,SC+SFj
AMAI CREEK,AMAI CREEK,1410,50.02348097990,-127.07728476300,Stream,930-651588-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-653300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41835,WVI,WVI,WVI+WVI
ARTLISH RIVER,ARTLISH RIVER,1413,50.11509610430,-127.08752768500,Stream,930-671111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-671100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41865,WVI,WVI,WVI+WVI
ATLEO RIVER,ATLEO RIVER,1336,49.36991724820,-126.05833637400,Stream,930-400575-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-403700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41125,WVI,WVI,WVI+WVI
BARR CREEK,BARR CREEK,1393,49.91384680510,-126.78382323100,Stream,930-574813-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-577600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41665,WVI,WVI,WVI+WVI
BATTLE BAY RIVER,,1429,50.12132420170,-127.58670742100,Stream,930-738595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-739000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39690,WVI,WVI,WVI+WVI
BEANO CREEK,BEANO CREEK,1382,49.60764036030,-126.75359824500,Stream,935-371895-042490-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-04000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41560,WVI,WVI,WVI+WVI
BEAVER CREEK,BEAVER CREEK,1263,49.31453685600,-124.89824222200,Stream,930-139262-993282-065565-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-99500-05300-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40555,WVI,WVI,WVI+WVI
BEDWELL RIVER,BEDWELL RIVER,1327,49.36425732530,-125.77684334400,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,52310,WVI,WVI,WVI+WVI
BEDWELL SYSTEM,BEDWELL RIVER,7990630,49.38831365120,-125.75962053000,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,45182,WVI,WVI,WVI+WVI
BLOWHOLE CREEK,BLOWHOLE CREEK,1378,49.82805386250,-126.67573680000,Stream,935-371895-765552-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-76800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41520,WVI,WVI,WVI+WVI
BRODICK CREEK,BRODICK CREEK,1390,49.84504323110,-126.89936772400,Stream,935-371895-585160-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-59300-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41635,WVI,WVI,WVI+WVI
BURMAN RIVER,BURMAN RIVER,1356,49.60761042180,-126.04616139700,Stream,930-504218-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-507400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41320,WVI,WVI,WVI+WVI
CACHALOT CREEK,CACHALOT CREEK,1408,49.99797765050,-127.16481762500,Stream,930-644889-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-647000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41815,WVI,WVI,WVI+WVI
CANTON CREEK,CANTON CREEK,1370,49.79602081090,-126.47342146900,Stream,930-537619-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-539800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41440,WVI,WVI,WVI+WVI
CARNATION CREEK,CARNATION CREEK,1254,48.91360194900,-125.00378433300,Stream,930-113555-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40470,WVI,WVI,WVI+WVI
CATARACT CREEK,CATARACT CREEK,1285,49.01649676910,-125.27796665200,Stream,930-214171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-220100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40760,WVI,WVI,WVI+WVI
CHAMISS CREEK,CHAMISS CREEK,1422,50.07917039080,-127.28890063100,Stream,930-700522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-700400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39620,WVI,WVI,WVI+WVI
CHINA CREEK,CHINA CREEK,1259,49.15290903230,-124.79051152300,Stream,930-133780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-132300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40520,WVI,WVI,WVI+WVI
CHUM CREEK,,1401,49.96827294520,-126.94577376300,Stream,930-602577-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-605500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41745,WVI,WVI,WVI+WVI
CLANNINICK CREEK,CLANNINICK CREEK,1425,50.04141743580,-127.41140126700,Stream,930-712616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-713300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39650,WVI,WVI,WVI+WVI
CLEMENS CREEK,CLEMENS CREEK,2470,49.13563332800,-125.13786095700,Stream,930-164367-991909-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-162500-98800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,129,WVI,WVI,WVI+WVI
COEUR D'ALENE CREEK,COEUR D'ALENE CREEK,1278,49.04569594050,-125.13810249100,Stream,930-187551-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-193200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40690,WVI,WVI,WVI+WVI
COLEMAN CREEK,COLEMAN CREEK,1257,49.00626566170,-124.85770440000,Stream,930-125279-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-124200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40500,WVI,WVI,WVI+WVI
CONSINKA CREEK,CONSINKA CREEK,1255,48.93598910050,-124.98169794900,Stream,930-118343-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-117000-05400-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40480,WVI,WVI,WVI+WVI
CONUMA RIVER,CONUMA RIVER,1369,49.79574854700,-126.43855302900,Stream,930-536074-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-538500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41430,WVI,WVI,WVI+WVI
COUGAR CREEK,COUGAR CREEK,1366,49.72382597060,-126.45606435900,Stream,930-527461-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-530500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41405,WVI,WVI,WVI+WVI
COUS CREEK,COUS CREEK,1267,49.18370798690,-124.82966508300,Stream,930-144842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-143000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40585,WVI,WVI,WVI+WVI
COW CREEK,COW CREEK,2289,49.27475141090,-126.16917692200,Stream,935-344662-120293-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-374000-12400-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,45192,WVI,WVI,WVI+WVI
CYPRE RIVER,CYPRE RIVER,1329,49.27728083640,-125.91967987600,Stream,930-365210-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-368500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,52330,WVI,WVI,WVI+WVI
DEMIKOSSE CREEK,,1381,49.64222871760,-126.62648755900,Stream,935-371895-908507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-90400-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41550,WVI,WVI,WVI+WVI
DRINKWATER CREEK,DRINKWATER CREEK,1266,49.39560136700,-125.41659894300,Stream,930-139262-993282-984566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-99500-78800-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40575,WVI,WVI,WVI+WVI
EASY CREEK,,1419,50.12821161950,-127.31117551200,Stream,930-691582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-691300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40880,WVI,WVI,WVI+WVI
EFFINGHAM RIVER,EFFINGHAM RIVER,1279,49.09534127710,-125.20076704700,Stream,930-191124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40700,WVI,WVI,WVI+WVI
ELIZA CREEK,ELIZA CREEK,1404,49.94287927670,-127.05158729100,Stream,930-618967-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-621100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41775,WVI,WVI,WVI+WVI
ESCALANTE RIVER,ESCALANTE RIVER,1351,49.54148856050,-126.55893412600,Stream,930-477282-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-480800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41270,WVI,WVI,WVI+WVI
ESPINOSA CREEK,ESPINOSA CREEK,1400,49.98881716400,-126.94421505900,Stream,930-601179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-604000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41735,WVI,WVI,WVI+WVI
FRANKLIN RIVER,FRANKLIN RIVER,1258,49.10302885220,-124.81695833600,Stream,930-130606-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-129400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40510,WVI,WVI,WVI+WVI
FREDERICK CREEK,,1253,48.89171326790,-124.99753339300,Stream,930-112460-069323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-110800-03000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40460,WVI,WVI,WVI+WVI
GORDON RIVER,GORDON RIVER,1238,48.57637289920,-124.41465032000,Stream,930-056675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-054700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40315,WVI,WVI,WVI+WVI
GREAT CENTRAL LAKE,GREAT CENTRAL LAKE,3416,49.32764265360,-124.98264360500,Lake,930-139262-993282-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-99500-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,3310,WVI,WVI,WVI+WVI
GUISE CREEK,GUISE CREEK,1387,49.80149660960,-126.83437718300,Stream,935-371895-375919-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-40900-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41605,WVI,WVI,WVI+WVI
HAMMOND CREEK,,1403,49.94379647450,-127.04459401600,Stream,930-618710-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-620900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41765,WVI,WVI,WVI+WVI
HANNA CREEK,,1365,49.67873977500,-126.47459865900,Stream,930-522294-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-525200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41395,WVI,WVI,WVI+WVI
HESQUIAT HARBOUR #1 CREEKS,,2471,49.43958511200,-126.41714239800,Stream,930-455886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-460100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,44498,WVI,WVI,WVI+WVI
HOISS CREEK,HOISS CREEK,1373,49.69694685660,-126.56569963700,Stream,930-553866-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-556300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41470,WVI,WVI,WVI+WVI
ICE RIVER,ICE RIVER,1343,49.47413787540,-126.23053480400,Stream,930-423523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-426900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41190,WVI,WVI,WVI+WVI
INNER BASIN CREEK (BLACK),BLACK CREEK,1386,49.65397281260,-126.08608892700,Stream,930-506811-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-510000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41595,WVI,WVI,WVI+WVI
INNER BASIN RIVER (RANSOM),,1385,49.79651901130,-126.74463325000,Stream,935-371895-335680-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-37000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41585,WVI,WVI,WVI+WVI
ITATSOO CREEK,ITATSOO CREEK,1294,48.92720166440,-125.50411534600,Stream,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-239300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39580,WVI,WVI,WVI+WVI
JACKLAH RIVER,JACKLAH RIVER,1355,49.64681473010,-126.15523836500,Stream,930-499033-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-502700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41310,WVI,WVI,WVI+WVI
KAOUK RIVER,KAOUK RIVER,1412,50.06350840050,-127.09851485500,Stream,930-665189-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-665700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41855,WVI,WVI,WVI+WVI
KAPOOSE CREEK,KAPOOSE CREEK,1407,49.94823142730,-127.22089812100,Stream,930-637476-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-639800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41805,WVI,WVI,WVI+WVI
KASHUTL RIVER,KASHUTL RIVER,1418,50.19495862050,-127.30984383000,Stream,930-687605-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-687400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40870,WVI,WVI,WVI+WVI
KAUWINCH RIVER,KAUWINCH RIVER,1417,50.14450884980,-127.27075414300,Stream,930-683984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-683800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40860,WVI,WVI,WVI+WVI
KENDRICK CREEK,KENDRICK CREEK,1379,49.72746053040,-126.65057121900,Stream,935-371895-841754-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-84200-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41530,WVI,WVI,WVI+WVI
KLANAWA RIVER,KLANAWA RIVER,1248,48.69869714300,-124.94768665100,Stream,930-077174-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-075500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40410,WVI,WVI,WVI+WVI
KLEEPTEE CREEK,KLEEPTEE CREEK,1364,49.66236422190,-126.37025650900,Stream,930-518027-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-521000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41385,WVI,WVI,WVI+WVI
LEINER RIVER,LEINER RIVER,1375,49.91188568100,-126.64338904400,Stream,930-564944-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-567600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41490,WVI,WVI,WVI+WVI
LITTLE TOQUART CREEK,LITTLE TOQUART CREEK,1289,49.04107712340,-125.36092434300,Stream,930-223732-027604-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-230500-03800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39530,WVI,WVI,WVI+WVI
LITTLE ZEBALLOS RIVER,LITTLE ZEBALLOS RIVER,1394,49.95574703940,-126.81703483400,Stream,930-577097-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-579900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41675,WVI,WVI,WVI+WVI
LORD CREEK,LORD CREEK,1391,49.87316426560,-126.71180656900,Stream,930-571383-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-574100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41645,WVI,WVI,WVI+WVI
LOST SHOE CREEK,LOST SHOE CREEK,1299,49.00289410240,-125.63993834500,Stream,930-253054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-260600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40820,WVI,WVI,WVI+WVI
MACKTUSH CREEK,MACKTUSH CREEK,1269,49.11130691640,-124.82645141200,Stream,930-148806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-147000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,40600,WVI,WVI,WVI+WVI
MALKSOPE RIVER,MALKSOPE RIVER,1426,50.13851575610,-127.42282656000,Stream,930-721847-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39660,WVI,WVI,WVI+WVI
MAMAT CREEK,MAMAT CREEK,1399,49.96029880630,-126.90978983400,Stream,930-596397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-599200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41725,WVI,WVI,WVI+WVI
MARVINAS BAY CREEK,,1380,49.65592775900,-126.62726315300,Stream,935-371895-898401-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-89500-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41540,WVI,WVI,WVI+WVI
MCCURDY CREEK,MCCURDY CREEK,1363,49.67230950000,-126.18836450600,Stream,930-511663-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-514500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41375,WVI,WVI,WVI+WVI
MERCANTILE CREEK,MERCANTILE CREEK,1296,48.96298492340,-125.55848538300,Stream,930-236502-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-243300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,39600,WVI,WVI,WVI+WVI
MIDDLE ELIZA CREEK,,2298,49.94327236180,-127.05028919300,Stream,930-618921-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-621100-04200-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,44774,WVI,WVI,WVI+WVI
MOOYAH RIVER,MOOYAH RIVER,1352,49.62965569470,-126.44707161300,Stream,930-488088-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-491500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,SER-10,SER,Current,41280,WVI,WVI,WVI+WVI
