SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
ROBERTSON RIVER,ROBERTSON RIVER,2621,48.81655356750,-124.13526821300,Stream,920-252823-679782-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-257700-68500-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,236,EVI,GStr,EVI+GStr
ROCKY CREEK,,1223,48.40168140530,-123.74997768700,Stream,930-023810-032234-285250-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-02800-27800-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40171,WVI,WVI,WVI+WVI
ROSEWALL CREEK,ROSEWALL CREEK,1172,49.46668515790,-124.77863890700,Stream,920-519315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-510600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51296,EVI,GStr,EVI+GStr
ROY CREEK,ROY CREEK,1163,49.64755403730,-124.94277823700,Stream,920-555085-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-547200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52026,EVI,GStr,EVI+GStr
RUBY CREEK,RUBY CREEK,764,49.65184813690,-124.06830684300,Stream,900-150628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-147300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48725,SC,GStr,SC+GStr
SANDHILL CREEK,SANDHILL CREEK,1215,48.59284026130,-123.39467625400,Stream,920-140369-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-140700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40091,EVI,GStr,EVI+GStr
SANDY CREEK,SANDY CREEK,1176,49.45228640320,-124.74537319600,Stream,920-514426-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-506700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51336,EVI,GStr,EVI+GStr
SECHELT CREEK,SECHELT CREEK,774,49.68137348640,-123.55579949600,Stream,900-180821-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-177400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48820,SC,GStr,SC+GStr
SERPENTINE RIVER,SERPENTINE RIVER,681,49.08322704220,-122.85027103300,Stream,900-005473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-005500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49807,BB,GStr,BB+GStr
SHAW CREEK,SHAW CREEK,2626,48.91739326340,-124.41490104100,Stream,920-252823-961884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-257700-96000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,246,EVI,GStr,EVI+GStr
SHAWNIGAN CREEK,SHAWNIGAN CREEK,1210,48.65576181340,-123.55954984300,Stream,920-232404-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-235800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40041,EVI,GStr,EVI+GStr
SIMMS CREEK,SIMMS CREEK,1145,49.97903590120,-125.22183895000,Stream,920-617535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-616300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52956,EVI,GStr,EVI+GStr
SKWAWKA RIVER,SKWAWKA RIVER,782,50.20767865440,-123.98782701800,Stream,900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-233000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48900,SC,GStr,SC+GStr
SLIAMMON CREEK,SLIAMMON CREEK,798,49.89540639660,-124.60631831400,Stream,900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-286000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49060,SC,GStr,SC+GStr
SNAKE BAY CREEK,,769,49.50994991110,-123.79620321300,Stream,900-167390-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-164200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48770,SC,GStr,SC+GStr
SOOKE RIVER,SOOKE RIVER,1221,48.38412517530,-123.69901777300,Stream,930-023810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40151,WVI,WVI,WVI+WVI
SQUIRREL COVE BAY CREEK,,2706,50.13770426040,-124.93373337700,Stream,905-407298-793302-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-292500-96400-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,256,SC,GStr,SC+GStr
STOCKING CREEK,STOCKING CREEK,1202,48.96175460640,-123.77354506200,Stream,920-318872-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-318200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51596,EVI,GStr,EVI+GStr
STORE CREEK,,801,50.11895454700,-124.91500083300,Stream,905-407298-815437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-292500-81200-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49090,SC,GStr,SC+GStr
STORIE CREEK,STORIE CREEK,1148,49.92447587380,-125.18366034300,Stream,920-610910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-609300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52986,EVI,GStr,EVI+GStr
STORM CREEK,STORM CREEK,775,49.65877124760,-123.81801142500,Stream,900-193079-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-189200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48830,SC,GStr,SC+GStr
TAHUMMING RIVER,TAHUMMING RIVER,812,50.49277247910,-124.38736455500,Stream,900-351670-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-350700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,50496,SC,GStr,SC+GStr
THAMES CREEK,THAMES CREEK,1177,49.43349112810,-124.66394993500,Stream,920-504659-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-496500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51346,EVI,GStr,EVI+GStr
THEODOSIA RIVER,THEODOSIA RIVER,800,50.08042828780,-124.65484570900,Stream,900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49080,SC,GStr,SC+GStr
THEODOSIA RIVER,THEODOSIA RIVER,800,50.08042828780,-124.65484570900,Stream,900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49081,SC,GStr,SC+GStr
TOBA RIVER,TOBA RIVER,808,50.48861580960,-124.36586563300,Stream,900-350660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,49800,SC,GStr,SC+GStr
TRENT RIVER,TRENT RIVER,1164,49.64412311870,-124.93006273700,Stream,920-553164-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-545800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52036,EVI,GStr,EVI+GStr
TSABLE RIVER,TSABLE RIVER,1166,49.51873293380,-124.82995989700,Stream,920-535278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-527600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52056,EVI,GStr,EVI+GStr
TSOLUM RIVER,TSOLUM RIVER,1157,49.69576793600,-124.99450008400,Stream,920-559826-990728-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,53076,EVI,GStr,EVI+GStr
TSUAHDI CREEK,TSUAHDI CREEK,781,50.09970650370,-123.71528634000,Stream,900-223912-174780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-220600-20900-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48890,SC,GStr,SC+GStr
TUGWELL CREEK,TUGWELL CREEK,1225,48.37521387750,-123.85195016800,Stream,930-031433-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-029800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40191,WVI,WVI,WVI+WVI
TYEE CREEK,TYEE CREEK,1200,49.00172646330,-123.82374167700,Stream,920-325739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-325000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51576,EVI,GStr,EVI+GStr
TZOONIE RIVER,TZOONIE RIVER,776,49.78782448610,-123.72357438400,Stream,900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-195000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48840,SC,GStr,SC+GStr
VANCOUVER RIVER,VANCOUVER RIVER,778,49.92180994430,-123.86931392400,Stream,900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-210100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48860,SC,GStr,SC+GStr
WAKEFIELD CREEK,WAKEFIELD CREEK,761,49.46773634440,-123.80411765300,Stream,900-129940-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-122900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48695,SC,GStr,SC+GStr
WALKER CREEK,,1198,49.02671848760,-123.85683336800,Stream,920-331800-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,GEORGIA STRAIT,CM-4,CM,Current,51556,EVI,GStr,EVI+GStr
WATERLOO CREEK,WATERLOO CREEK,1171,49.47054049020,-124.79404549300,Stream,920-523367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-514800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51286,EVI,GStr,EVI+GStr
WEST CREEK,,789,49.73460040340,-124.05845062400,Stream,905-378431-819600-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-145000-81800-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48970,SC,GStr,SC+GStr
WHALETOWN CREEK,,403,50.11021843310,-125.04432605000,Stream,905-407298-241182-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,GEORGIA STRAIT,CM-4,CM,Current,45883,SC,GStr,SC+GStr
WHITEHOUSE CREEK,WHITEHOUSE CREEK,1206,48.86720705250,-123.70222943900,Stream,920-298388-388419-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-298700-38800-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,40001,EVI,GStr,EVI+GStr
WHITEROCK PASS CREEK,,1130,50.24986785690,-125.09552262100,Stream,905-416621-340010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-323500-32300-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52806,SC,GStr,SC+GStr
WHITTALL CREEK,WHITTALL CREEK,791,49.77651769420,-124.35303255800,Stream,900-281180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-277700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48990,SC,GStr,SC+GStr
WILFRED CREEK,WILFRED CREEK,1170,49.48333986640,-124.79703847600,Stream,920-525880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-517300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,51276,EVI,GStr,EVI+GStr
WILLOW CREEK,WILLOW CREEK,1146,49.96588191130,-125.20833553100,Stream,920-615785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-614400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52966,EVI,GStr,EVI+GStr
WILSON CREEK,WILSON CREEK,759,49.43848023920,-123.70988317100,Stream,900-127206-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-119900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,48660,SC,GStr,SC+GStr
WOODS CREEK,WOODS CREEK,1147,49.92720750400,-125.18241850900,Stream,920-611193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-609500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,CM-4,CM,Current,52976,EVI,GStr,EVI+GStr
ADAM RIVER,ADAM RIVER,1119,50.46587609740,-126.27748803400,Stream,920-757566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52696,EVI,SFj,EVI+SFj
AMOR DE COSMOS CREEK,AMOR DE COSMOS CREEK,1123,50.35706232710,-125.68533631100,Stream,920-698537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-700700-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52736,EVI,SFj,EVI+SFj
AMOR DE COSMOS CREEK,AMOR DE COSMOS CREEK,1123,50.35706232710,-125.68533631100,Stream,920-698537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-700700-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52737,EVI,SFj,EVI+SFj
CLUXEWE RIVER,CLUXEWE RIVER,1109,50.61172180910,-127.17751952300,Stream,920-850204-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-851500-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52601,EVI,SFj,EVI+SFj
EVE RIVER,EVE RIVER,1120,50.43783630230,-126.24670758900,Stream,920-757566-086842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-758000-11400-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52706,EVI,SFj,EVI+SFj
HYDE CREEK,HYDE CREEK,1111,50.58293466400,-127.01797262200,Stream,920-829288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-830500-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52621,EVI,SFj,EVI+SFj
KEOGH RIVER,KEOGH RIVER,1108,50.67776702780,-127.34842814200,Stream,920-866395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52591,EVI,SFj,EVI+SFj
KOKISH RIVER,KOKISH RIVER,1115,50.53153385360,-126.87162709600,Stream,920-810549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-810900-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52662,EVI,SFj,EVI+SFj
KOKISH RIVER,KOKISH RIVER,1115,50.53153385360,-126.87162709600,Stream,920-810549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-810900-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52661,EVI,SFj,EVI+SFj
MILLS CREEK,MILLS CREEK,1110,50.58943331920,-127.12364797900,Stream,920-836690-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-838200-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52611,EVI,SFj,EVI+SFj
NAHWITTI RIVER,NAHWITTI RIVER,1101,50.85870705340,-128.00808296500,Stream,920-954598-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-953700-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52526,EVI,SFj,EVI+SFj
NAKA CREEK,NAKA CREEK,1118,50.47684754580,-126.42467860400,Stream,920-770712-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-769500-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52686,EVI,SFj,EVI+SFj
NIMPKISH RIVER,NIMPKISH RIVER,1112,50.56666734900,-126.98202211700,Stream,920-824808-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-825900-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52631,EVI,SFj,EVI+SFj
PYE CREEK,PYE CREEK,1124,50.33633013450,-125.51978649800,Stream,920-683858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-686300-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52746,EVI,SFj,EVI+SFj
QUATSE RIVER,QUATSE RIVER,1106,50.69990190310,-127.48013565100,Stream,920-895713-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-896200-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52571,EVI,SFj,EVI+SFj
SALMON RIVER,SALMON RIVER,1121,50.37311147890,-125.92993093100,Stream,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52716,EVI,SFj,EVI+SFj
SHUSHARTIE RIVER,SHUSHARTIE RIVER,1102,50.84665256850,-127.86828007000,Stream,920-941384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-940400-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52536,EVI,SFj,EVI+SFj
SONGHEES CREEK,SONGHEES CREEK,1104,50.78344049430,-127.57608532100,Stream,920-914471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-914600-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52551,EVI,SFj,EVI+SFj
STRANDBY RIVER,STRANDBY RIVER,1100,50.83904584760,-128.14725977400,Stream,920-970148-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-969500-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52516,EVI,SFj,EVI+SFj
TSITIKA RIVER,TSITIKA RIVER,1117,50.48083314510,-126.58663131000,Stream,920-782999-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-782100-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52676,EVI,SFj,EVI+SFj
TSULQUATE RIVER,TSULQUATE RIVER,1105,50.73088289710,-127.49448535000,Stream,920-900113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,NORTHEAST VANCOUVER ISLAND,CM-5,CM,Current,52561,EVI,SFj,EVI+SFj
APPLE RIVER,APPLE RIVER,828,50.71691484680,-125.41557558000,Stream,900-473087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-469600-00000-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50656,SC,SFj,SC+SFj
BACHUS CREEK,,7990639,50.24300171460,-125.32764840300,Stream,905-405793-353255-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-34700-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,45893,SC,SFj,SC+SFj
BLIND CREEK,BLIND CREEK,2078,50.69025669530,-125.69816431200,Stream,900-574072-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-571400-00000-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,45413,SC,SFj,SC+SFj
BOUGHEY CREEK,,838,50.52106426200,-126.17201568100,Stream,900-537407-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-534400-00000-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50756,SC,SFj,SC+SFj
CALL CREEK,,843,50.63476604300,-125.93912132100,Stream,900-546104-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-543100-00000-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50806,SC,SFj,SC+SFj
CAMELEON HARBOUR CREEK,,1127,50.33736698540,-125.29830427200,Stream,905-429697-207817-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-377500-22800-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,52776,SC,SFj,SC+SFj
CHONAT CREEK,,1138,50.29464640420,-125.29625720300,Stream,905-405793-514265-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-51300-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,52886,SC,SFj,SC+SFj
CRACROFT CREEK,,839,50.56187923620,-126.27850763300,Stream,905-447836-863892-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-535200-56900-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50766,SC,SFj,SC+SFj
ELEPHANT CREEK,,413,50.25919641280,-125.18192607000,Stream,905-425037-174474-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-331000-17700-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,45949,SC,SFj,SC+SFj
FANNY BAY CREEK,,825,50.53092130830,-125.40226131500,Stream,900-452137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,LOUGHBOROUGH,CM-6,CM,Current,50626,SC,SFj,SC+SFj
FRAZER CREEK,FRAZER CREEK,830,50.71999364120,-125.47847089800,Stream,900-474796-003023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-471200-00800-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50676,SC,SFj,SC+SFj
FREDERICK ARM CREEK,,821,50.50318657080,-125.25088822000,Stream,900-442885-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-441500-00000-00000-0000-0000-000-000-000-000-000-000,LOUGHBOROUGH,CM-6,CM,Current,50586,SC,SFj,SC+SFj
