SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
GOODSPEED RIVER,GOODSPEED RIVER,1466,50.64836556600,-128.01106356200,Stream,930-892634-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-894800-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,42169,WVI,WQCI,WVI+WQCI
KEITH RIVER,KEITH RIVER,1437,50.33742940560,-127.87106438700,Stream,930-804591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-805400-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,39774,WVI,WQCI,WVI+WQCI
KEOGH RIVER,KEOGH RIVER,1108,50.67776702780,-127.34842814200,Stream,920-866395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52589,EVI,SFj,EVI+SFj
KLASKISH RIVER,KLASKISH RIVER,1434,50.26401136120,-127.71966700800,Stream,930-783609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-784100-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,39744,WVI,WQCI,WVI+WQCI
KLOOTCHLIMMIS CREEK,KLOOTCHLIMMIS CREEK,1444,50.48456832840,-127.66691668100,Stream,930-830118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-832000-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,39844,WVI,WQCI,WVI+WQCI
KOPRINO RIVER,KOPRINO RIVER,1475,50.50842989060,-127.84886935000,Stream,930-923008-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-925900-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,42259,WVI,WQCI,WVI+WQCI
KWATLEO CREEK,KWATLEO CREEK,1486,50.50472549520,-128.09429173900,Stream,930-949046-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-952400-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,42369,WVI,WQCI,WVI+WQCI
MARBLE RIVER,MARBLE RIVER,1455,50.53374516810,-127.50955051600,Stream,930-862497-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-865200-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,39954,WVI,WQCI,WVI+WQCI
NAHWITTI RIVER,NAHWITTI RIVER,1101,50.85870705340,-128.00808296500,Stream,920-954598-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-953700-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52524,EVI,SFj,EVI+SFj
QUATSE RIVER,QUATSE RIVER,1106,50.69990190310,-127.48013565100,Stream,920-895713-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-896200-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52569,EVI,SFj,EVI+SFj
QUATSESE RIVER,BOYDEN CREEK,1107,50.69962862530,-127.47016851600,Stream,920-894036-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-895400-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52579,EVI,SFj,EVI+SFj
SAN JOSEF RIVER,SAN JOSEF RIVER,1489,50.67306986910,-128.27240367700,Stream,930-977264-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-979400-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,42399,WVI,WQCI,WVI+WQCI
SHUSHARTIE RIVER,SHUSHARTIE RIVER,1102,50.84665256850,-127.86828007000,Stream,920-941384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-940400-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52534,EVI,SFj,EVI+SFj
SONGHEES CREEK,SONGHEES CREEK,1104,50.78344049430,-127.57608532100,Stream,920-914471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-914600-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52549,EVI,SFj,EVI+SFj
STRANDBY RIVER,STRANDBY RIVER,1100,50.83904584760,-128.14725977400,Stream,920-970148-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-969500-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52514,EVI,SFj,EVI+SFj
TSULQUATE RIVER,TSULQUATE RIVER,1105,50.73088289710,-127.49448535000,Stream,920-900113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,52559,EVI,SFj,EVI+SFj
WAUKWAAS CREEK,WAUKWAAS CREEK,1457,50.58816793180,-127.41834016600,Stream,930-868633-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-871100-00000-00000-0000-0000-000-000-000-000-000-000,NAHWITTI,PKO-5,PKO,Current,41079,WVI,WQCI,WVI+WQCI
AMAI CREEK,AMAI CREEK,1410,50.02348097990,-127.07728476300,Stream,930-651588-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-653300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41839,WVI,WVI,WVI+WVI
APPLE CREEK,APPLE CREEK,1389,49.83173399000,-126.90502109900,Stream,935-371895-564692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-57600-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41629,WVI,WVI,WVI+WVI
ARTLISH RIVER,ARTLISH RIVER,1413,50.11509610430,-127.08752768500,Stream,930-671111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-671100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41869,WVI,WVI,WVI+WVI
BATTLE BAY RIVER,,1429,50.12132420170,-127.58670742100,Stream,930-738595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-739000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39694,WVI,WVI,WVI+WVI
BEANO CREEK,BEANO CREEK,1382,49.60764036030,-126.75359824500,Stream,935-371895-042490-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-04000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41564,WVI,WVI,WVI+WVI
BEDWELL RIVER,BEDWELL RIVER,1327,49.36425732530,-125.77684334400,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,52314,WVI,WVI,WVI+WVI
BEDWELL SYSTEM,BEDWELL RIVER,7990630,49.38831365120,-125.75962053000,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,45186,WVI,WVI,WVI+WVI
BRODICK CREEK,BRODICK CREEK,1390,49.84504323110,-126.89936772400,Stream,935-371895-585160-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-59300-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41639,WVI,WVI,WVI+WVI
BURMAN RIVER,BURMAN RIVER,1356,49.60761042180,-126.04616139700,Stream,930-504218-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-507400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41324,WVI,WVI,WVI+WVI
CACHALOT CREEK,CACHALOT CREEK,1408,49.99797765050,-127.16481762500,Stream,930-644889-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-647000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41819,WVI,WVI,WVI+WVI
CANTON CREEK,CANTON CREEK,1370,49.79602081090,-126.47342146900,Stream,930-537619-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-539800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41444,WVI,WVI,WVI+WVI
CARNATION CREEK,CARNATION CREEK,1254,48.91360194900,-125.00378433300,Stream,930-113555-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40474,WVI,WVI,WVI+WVI
CHUM CREEK,,1401,49.96827294520,-126.94577376300,Stream,930-602577-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-605500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41749,WVI,WVI,WVI+WVI
CLANNINICK CREEK,CLANNINICK CREEK,1425,50.04141743580,-127.41140126700,Stream,930-712616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-713300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39654,WVI,WVI,WVI+WVI
CONUMA RIVER,CONUMA RIVER,1369,49.79574854700,-126.43855302900,Stream,930-536074-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-538500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41434,WVI,WVI,WVI+WVI
CYPRE RIVER,CYPRE RIVER,1329,49.27728083640,-125.91967987600,Stream,930-365210-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-368500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,52334,WVI,WVI,WVI+WVI
DESERTED CREEK,,1372,49.75542062720,-126.50992526800,Stream,930-545884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-548100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41464,WVI,WVI,WVI+WVI
EFFINGHAM RIVER,EFFINGHAM RIVER,1279,49.09534127710,-125.20076704700,Stream,930-191124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40704,WVI,WVI,WVI+WVI
ELIZA CREEK,ELIZA CREEK,1404,49.94287927670,-127.05158729100,Stream,930-618967-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-621100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41779,WVI,WVI,WVI+WVI
ESPINOSA CREEK,ESPINOSA CREEK,1400,49.98881716400,-126.94421505900,Stream,930-601179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-604000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41739,WVI,WVI,WVI+WVI
FRANKLIN RIVER,FRANKLIN RIVER,1258,49.10302885220,-124.81695833600,Stream,930-130606-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-129400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40514,WVI,WVI,WVI+WVI
GOLD RIVER,GOLD RIVER,1358,49.68114957630,-126.11255448700,Stream,930-508366-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-511600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41344,WVI,WVI,WVI+WVI
GORDON RIVER,GORDON RIVER,1238,48.57637289920,-124.41465032000,Stream,930-056675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-054700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40319,WVI,WVI,WVI+WVI
HARRIS CREEK,HARRIS CREEK,1235,48.58229161130,-124.27557798100,Stream,930-055749-213082-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-22100-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40289,WVI,WVI,WVI+WVI
HENDERSON LAKE,HENDERSON LAKE,1273,49.02833409700,-125.05115390600,Lake,930-164367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-162500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40644,WVI,WVI,WVI+WVI
INNER BASIN CREEK (BLACK),BLACK CREEK,1386,49.65397281260,-126.08608892700,Stream,930-506811-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-510000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41599,WVI,WVI,WVI+WVI
ITATSOO CREEK,ITATSOO CREEK,1294,48.92720166440,-125.50411534600,Stream,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-239300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39584,WVI,WVI,WVI+WVI
KAOUK RIVER,KAOUK RIVER,1412,50.06350840050,-127.09851485500,Stream,930-665189-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-665700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41859,WVI,WVI,WVI+WVI
KASHUTL RIVER,KASHUTL RIVER,1418,50.19495862050,-127.30984383000,Stream,930-687605-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-687400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40874,WVI,WVI,WVI+WVI
KAUWINCH RIVER,KAUWINCH RIVER,1417,50.14450884980,-127.27075414300,Stream,930-683984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-683800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40864,WVI,WVI,WVI+WVI
KLEEPTEE CREEK,KLEEPTEE CREEK,1364,49.66236422190,-126.37025650900,Stream,930-518027-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-521000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41389,WVI,WVI,WVI+WVI
LEINER RIVER,LEINER RIVER,1375,49.91188568100,-126.64338904400,Stream,930-564944-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-567600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41494,WVI,WVI,WVI+WVI
LITTLE ZEBALLOS RIVER,LITTLE ZEBALLOS RIVER,1394,49.95574703940,-126.81703483400,Stream,930-577097-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-579900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41679,WVI,WVI,WVI+WVI
LOST SHOE CREEK,LOST SHOE CREEK,1299,49.00289410240,-125.63993834500,Stream,930-253054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-260600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40824,WVI,WVI,WVI+WVI
MALKSOPE RIVER,MALKSOPE RIVER,1426,50.13851575610,-127.42282656000,Stream,930-721847-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39664,WVI,WVI,WVI+WVI
MCKAY COVE CREEK,,1424,50.04586667450,-127.34933655000,Stream,930-708402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-708600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39644,WVI,WVI,WVI+WVI
MEGIN RIVER,MEGIN RIVER,1341,49.43683072740,-126.08498371000,Stream,930-410014-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-413500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41174,WVI,WVI,WVI+WVI
MOOYAH RIVER,MOOYAH RIVER,1352,49.62965569470,-126.44707161300,Stream,930-488088-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-491500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41284,WVI,WVI,WVI+WVI
MOYEHA RIVER,MOYEHA RIVER,1335,49.41797231020,-125.91243792800,Stream,930-388774-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-391800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41119,WVI,WVI,WVI+WVI
MUCHALAT RIVER,MUCHALAT RIVER,1361,49.84250965100,-126.09351634300,Stream,930-508366-413291-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-511600-42100-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41362,WVI,WVI,WVI+WVI
NAHMINT RIVER,NAHMINT RIVER,1270,49.06233209280,-124.88442624800,Stream,930-152772-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-150800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40614,WVI,WVI,WVI+WVI
NARROWGUT CREEK,NARROWGUT CREEK,1409,49.99654490760,-127.12309428600,Stream,930-646221-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-648400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41829,WVI,WVI,WVI+WVI
NASPARTI RIVER,,1430,50.19204732500,-127.60826633300,Stream,930-746556-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-747000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39704,WVI,WVI,WVI+WVI
NITINAT RIVER,NITINAT RIVER,1242,48.67076000790,-124.85188504100,Stream,930-073434-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-071700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40359,WVI,WVI,WVI+WVI
OKTWANCH RIVER,OKTWANCH RIVER,1362,49.88088399320,-126.17725008500,Stream,930-508366-413291-308373-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-511600-42100-30700-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41369,WVI,WVI,WVI+WVI
OUOUKINSH RIVER,OUOUKINSH RIVER,1427,50.18712829610,-127.43400132000,Stream,930-729741-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-730300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39674,WVI,WVI,WVI+WVI
PACHENA RIVER,PACHENA RIVER,1249,48.79845705220,-125.12719401700,Stream,930-087113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-085500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40424,WVI,WVI,WVI+WVI
PARK RIVER,PARK RIVER,1402,49.88633390360,-126.98877888200,Stream,930-613579-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-615900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41759,WVI,WVI,WVI+WVI
POWER RIVER,POWER RIVER,1428,50.17997736230,-127.47974258600,Stream,930-731806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-732300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,39684,WVI,WVI,WVI+WVI
RENFREW CREEK,RENFREW CREEK,1234,48.58168716070,-124.34173660300,Stream,930-055749-116228-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-12100-05400-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40279,WVI,WVI,WVI+WVI
SAN JUAN RIVER,SAN JUAN RIVER,1231,48.55997814030,-124.39878038400,Stream,930-055749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-053800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40249,WVI,WVI,WVI+WVI
SARITA RIVER,SARITA RIVER,1252,48.89706946090,-125.01691780400,Stream,930-112460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40454,WVI,WVI,WVI+WVI
SMITH CREEK,SMITH CREEK,1298,48.97802314210,-125.57441129300,Stream,930-237609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-244500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40814,WVI,WVI,WVI+WVI
SOMASS-SPROAT-GC SYSTEM,SOMASS RIVER,11485,49.24639678650,-124.81983972700,Stream Aggregate,930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-137400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,3304,WVI,WVI,WVI+WVI
SUCWOA RIVER,SUCWOA RIVER,1371,49.80211475430,-126.49641062300,Stream,930-538584-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-540600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41454,WVI,WVI,WVI+WVI
SYDNEY RIVER,SYDNEY RIVER,1344,49.51495001710,-126.29489770900,Stream,930-429922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-433800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41204,WVI,WVI,WVI+WVI
TAHSIS RIVER,TAHSIS RIVER,1377,49.92370039560,-126.65855637000,Stream,930-566405-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-569100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41514,WVI,WVI,WVI+WVI
TAHSISH RIVER,TAHSISH RIVER,1414,50.13979892190,-127.10512927800,Stream,930-673175-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-673300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,41879,WVI,WVI,WVI+WVI
THORNTON CREEK,THORNTON CREEK,1297,48.96665653400,-125.56288151200,Stream,930-236814-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-243600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKO-6,PKO,Current,40804,WVI,WVI,WVI+WVI
