NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
HEYDON CREEK,HEYDON CREEK,831,50.57709557570,-125.57539056300,Stream,900-481198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-477600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50684,SC,SFj,SC+SFj
HOEYA SOUND CREEK,,857,50.70553358290,-125.95827927900,Stream,900-622116-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-619100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50944,SC,SFj,SC+SFj
HOMATHKO RIVER,HOMATHKO RIVER,819,50.93084166000,-124.86006695100,Stream,900-407906-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50564,HK,SFj,HK+SFj
HYDE CREEK,HYDE CREEK,1111,50.58293466400,-127.01797262200,Stream,920-829288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-830500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52619,EVI,SFj,EVI+SFj
JACK CREEK,JACK CREEK,2617,50.55472552920,-125.52445719500,Stream,900-464669-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-461900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,3068,SC,SFj,SC+SFj
JENNIS BAY CREEK,,881,50.91407901920,-127.02464803200,Stream,900-738739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-740400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51179,SC,SFj,SC+SFj
KAKWEIKEN RIVER,KAKWEIKEN RIVER,860,50.80668947590,-126.02426397300,Stream,900-634559-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-632100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50974,SC,SFj,SC+SFj
KAMANO BAY CREEK,,844,50.57889708270,-126.54803685400,Stream,905-451107-726995-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,SOUTHERN FJORDS,PKE-4,PKE,Current,50814,SC,SFj,SC+SFj
KANISH CREEK,,1137,50.26467818950,-125.28558362500,Stream,905-405793-419323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-41400-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52874,SC,SFj,SC+SFj
KENNETH RIVER,KENNETH RIVER,887,50.83387893790,-127.00964612400,Stream,900-771280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-772800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50189,SC,SFj,SC+SFj
KEOGH RIVER,KEOGH RIVER,1108,50.67776702780,-127.34842814200,Stream,920-866395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52589,EVI,SFj,EVI+SFj
KINGCOME RIVER,KINGCOME RIVER,872,50.92731429930,-126.18742989100,Stream,900-680928-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-681600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51094,SC,SFj,SC+SFj
KLINAKLINI RIVER,KLINAKLINI RIVER,850,51.09645917420,-125.62358133100,Stream,900-595322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-592700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50874,HK,SFj,HK+SFj
KNOX BAY CREEK,,823,50.39458741290,-125.60726298400,Stream,905-436712-790286-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-381000-79000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50604,SC,SFj,SC+SFj
KOKISH RIVER,KOKISH RIVER,1115,50.53153385360,-126.87162709600,Stream,920-810549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-810900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52659,EVI,SFj,EVI+SFj
KWALATE CREEK,KWALATE CREEK,853,50.78124353270,-125.68631056500,Stream,900-611863-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-608900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50904,SC,SFj,SC+SFj
LULL CREEK,LULL CREEK,858,50.70212402130,-126.01920537600,Stream,900-623571-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-620600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50954,SC,SFj,SC+SFj
MACKENZIE RIVER,,876,50.93399662900,-126.63546836700,Stream,900-710626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-712900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51129,SC,SFj,SC+SFj
MAPLE CREEK,,864,50.68542226060,-126.45997087200,Stream,905-458062-884183-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-82800-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51014,SC,SFj,SC+SFj
MATSIU CREEK,MATSIU CREEK,855,50.70469047220,-125.82555646300,Stream,900-617006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-614100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50924,SC,SFj,SC+SFj
MCALISTER CREEK,MCALISTER CREEK,859,50.79575297520,-126.01063842200,Stream,900-633992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-631200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50964,SC,SFj,SC+SFj
MILLS CREEK,MILLS CREEK,1110,50.58943331920,-127.12364797900,Stream,920-836690-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-838200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52609,EVI,SFj,EVI+SFj
NAHWITTI RIVER,NAHWITTI RIVER,1101,50.85870705340,-128.00808296500,Stream,920-954598-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-953700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52524,EVI,SFj,EVI+SFj
NAKA CREEK,NAKA CREEK,1118,50.47684754580,-126.42467860400,Stream,920-770712-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-769500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52684,EVI,SFj,EVI+SFj
NEW VANCOUVER CREEK,,845,50.58441019660,-126.60728496300,Stream,905-451107-467702-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,SOUTHERN FJORDS,PKE-4,PKE,Current,50824,SC,SFj,SC+SFj
NIGGER CREEK,,856,50.70726115780,-125.95150266600,Stream,900-621876-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-618900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50934,SC,SFj,SC+SFj
NIMMO CREEK,,877,50.95239598210,-126.71939846900,Stream,900-713636-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-715700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51139,SC,SFj,SC+SFj
NIMPKISH RIVER,NIMPKISH RIVER,1112,50.56666734900,-126.98202211700,Stream,920-824808-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-825900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52629,EVI,SFj,EVI+SFj
ORFORD RIVER,ORFORD RIVER,816,50.59779946990,-124.85745323900,Stream,900-391855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-391500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50534,SC,SFj,SC+SFj
PACK LAKE CREEK,,910,51.17073004120,-127.47007732100,Stream,900-976255-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-975900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,49658,SC,SFj,SC+SFj
PHILLIPS RIVER,PHILLIPS RIVER,824,50.56842440200,-125.36543402000,Stream,900-449592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-447800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50614,SC,SFj,SC+SFj
PROTECTION POINT CREEK,,846,50.63616316310,-126.18328670900,Stream,900-561276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-558500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50834,SC,SFj,SC+SFj
PYE CREEK,PYE CREEK,1124,50.33633013450,-125.51978649800,Stream,920-683858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-686300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52744,EVI,SFj,EVI+SFj
QUATSE RIVER,QUATSE RIVER,1106,50.69990190310,-127.48013565100,Stream,920-895713-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-896200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52569,EVI,SFj,EVI+SFj
RAINBOW CREEK,RAINBOW CREEK,899,51.13424188900,-126.72025608700,Stream,900-877173-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-878100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,49548,SC,SFj,SC+SFj
READ CREEK,READ CREEK,833,50.53639449850,-125.77905288000,Stream,900-504444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-501200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50704,SC,SFj,SC+SFj
ROBBERS KNOB CREEK,,837,50.52093894230,-126.05527914600,Stream,900-527134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-524300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50744,SC,SFj,SC+SFj
ROWLEY CREEK,,912,51.12770608280,-127.61644423900,Stream,900-986525-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-985700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,49678,SC,SFj,SC+SFj
SALLIE CREEK,SALLIE CREEK,854,50.71321437300,-125.72291628500,Stream,900-614773-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-611800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50914,SC,SFj,SC+SFj
SALMON RIVER,SALMON RIVER,1121,50.37311147890,-125.92993093100,Stream,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52714,EVI,SFj,EVI+SFj
SCOTT COVE CREEK,,867,50.76690412900,-126.45948720900,Stream,905-458062-393845-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-33700-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51044,SC,SFj,SC+SFj
SEYMOUR RIVER,SEYMOUR RIVER,897,51.19330668450,-126.67254748800,Stream,900-874507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-875400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,49528,SC,SFj,SC+SFj
SHOAL CREEK,SHOAL CREEK,835,50.54832650450,-125.90522083800,Stream,900-522310-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-519300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50724,SC,SFj,SC+SFj
SHOAL HARBOUR CREEK,,866,50.73080754220,-126.48223155300,Stream,905-458062-328571-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-27600-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51034,SC,SFj,SC+SFj
SHUSHARTIE RIVER,SHUSHARTIE RIVER,1102,50.84665256850,-127.86828007000,Stream,920-941384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-940400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52534,EVI,SFj,EVI+SFj
SIM RIVER,SIM RIVER,851,51.02252561430,-125.61235864400,Stream,900-598651-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-596000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50884,SC,SFj,SC+SFj
SIMOOM SOUND CREEK,,870,50.84913228250,-126.46652810800,Stream,900-655780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-654400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51074,SC,SFj,SC+SFj
SONGHEES CREEK,SONGHEES CREEK,1104,50.78344049430,-127.57608532100,Stream,920-914471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-914600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52549,EVI,SFj,EVI+SFj
SOUTHGATE RIVER,SOUTHGATE RIVER,817,50.88612491240,-124.78749048700,Stream,900-405080-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-404100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50544,SC,SFj,SC+SFj
ST. AUBYN CREEK,ST. AUBYN CREEK,1126,50.32055277350,-125.24319365100,Stream,905-429697-845438-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-377500-87100-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52764,SC,SFj,SC+SFj
STAFFORD RIVER,STAFFORD RIVER,829,50.72019450350,-125.47633699700,Stream,900-474796-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-471200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50664,SC,SFj,SC+SFj
STRANDBY RIVER,STRANDBY RIVER,1100,50.83904584760,-128.14725977400,Stream,920-970148-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-969500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52514,EVI,SFj,EVI+SFj
TANCRED CREEK,,882,50.88551222900,-126.99600104100,Stream,900-763977-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-765700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51189,SC,SFj,SC+SFj
TEAQUAHAN RIVER,TEAQUAHAN RIVER,818,50.93128231060,-124.83097597700,Stream,900-407171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-406500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50554,SC,SFj,SC+SFj
THIEMER CREEK,THIEMER CREEK,1114,50.55924436910,-126.96275736500,Stream,920-823101-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-824200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52649,EVI,SFj,EVI+SFj
THURSTON BAY CREEK,,1128,50.37844830360,-125.31681741500,Stream,905-429697-345614-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-377500-36200-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52784,SC,SFj,SC+SFj
TSITIKA RIVER,TSITIKA RIVER,1117,50.48083314510,-126.58663131000,Stream,920-782999-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-782100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52674,EVI,SFj,EVI+SFj
TSULQUATE RIVER,TSULQUATE RIVER,1105,50.73088289710,-127.49448535000,Stream,920-900113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52559,EVI,SFj,EVI+SFj
TUNA RIVER,TUNA RIVER,834,50.49270542700,-125.97679870800,Stream,900-513545-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-510300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50714,SC,SFj,SC+SFj
VINER SOUND CREEK,,868,50.78852507100,-126.35982262900,Stream,905-458062-453645-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-39800-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51054,SC,SFj,SC+SFj
WAKEMAN RIVER,WAKEMAN RIVER,874,51.03800006550,-126.51818875700,Stream,900-690764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-692800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,51114,SC,SFj,SC+SFj
WALDON CREEK,,840,50.70396689030,-126.52376826700,Stream,905-458062-166404-362653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-11500-37300-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50774,SC,SFj,SC+SFj
WAUMP CREEK,WAUMP CREEK,905,51.19005388220,-126.92261533100,Stream,900-947915-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-948000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,49608,SC,SFj,SC+SFj
WHITE RIVER,WHITE RIVER,1122,50.30733046310,-125.90258745400,Stream,920-722273-132687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-725300-14700-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,52724,EVI,SFj,EVI+SFj
WORTLEY CREEK,WORTLEY CREEK,832,50.49041817510,-125.69692666900,Stream,900-495964-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-492600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,PKE-4,PKE,Current,50694,SC,SFj,SC+SFj
ADA COVE CREEK,,2683,52.05553715310,-128.05054962800,Stream,915-553298-730791-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-213000-71100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,3152,HecLow,HStr,HecLow+HStr
ARGYH CREEK,,1864,52.90488708710,-129.02990351200,Stream,915-620970-451752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,43942,HecLow,HStr,HecLow+HStr
BANKS LAKES CREEK,,1942,53.37688131800,-130.19896873300,Stream,915-669295-369517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-25100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44332,HecLow,HStr,HecLow+HStr
BARNARD CREEK,BARNARD CREEK,1869,53.05299488830,-129.11962463600,Stream,915-620970-642580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,43967,HecLow,HStr,HecLow+HStr
BEALE'S LAGOON CREEK,,1803,52.18328305240,-127.98272782200,Stream,915-583813-072602-079028-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-233500-13600-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,43752,HecLow,HStr,HecLow+HStr
BEAVER CREEK,,955,51.53727878680,-127.74750238900,Stream,910-159520-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-168500-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,51702,HecLow,HStr,HecLow+HStr
BELOWE CREEK,BELOWE CREEK,1091,53.47511055990,-129.47782281600,Stream,910-729790-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-736000-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,52467,HecLow,HStr,HecLow+HStr
BLACK ROCK CREEK,,1900,53.19763613730,-129.31486577800,Stream,915-661162-220045-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44122,HecLow,HStr,HecLow+HStr
BLEE CREEK,BLEE CREEK,1843,52.74478889990,-128.72458736400,Stream,915-620970-038323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,43812,HecLow,HStr,HecLow+HStr
BLOOMFIELD CREEK,,1844,52.85706360520,-128.68226329600,Stream,915-620970-069823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,43817,HecLow,HStr,HecLow+HStr
BOLTON CREEK,,1935,53.40866970710,-129.93966201800,Stream,915-669295-880661-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-75100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44297,HecLow,HStr,HecLow+HStr
BORROWMAN CREEK,,1890,52.73736300090,-129.26341872500,Stream,915-609400-600816-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44072,HecLow,HStr,HecLow+HStr
BOSWELL CREEK,,921,51.37707662890,-127.41649418800,Stream,910-057052-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-066600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,49726,HecLow,HStr,HecLow+HStr
BOTTLENECK CREEK,,1832,52.70484129830,-128.38876936500,Stream,915-613809-421592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-486500-30600-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,42757,HecLow,HStr,HecLow+HStr
