SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
SPUSKS CREEK,SPUSKS CREEK,2758,52.51959673440,-121.10826191200,Stream,100-458399-723089-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-721200-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3082,MFR,GStr,MFR+GStr
SUE CREEK,,2759,52.63488935520,-120.96272968200,Stream,100-458399-741751-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-743100-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3083,MFR,GStr,MFR+GStr
SUMMIT CREEK,SUMMIT CREEK,2423,52.61390085500,-120.34622018600,Stream,100-458399-998860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-999100-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,45074,MFR,GStr,MFR+GStr
TAKU CREEK,,2760,52.61556005680,-120.38887731100,Stream,100-458399-986981-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-987900-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3084,MFR,GStr,MFR+GStr
TASSE CREEK,,2762,52.54840421120,-121.13479537600,Stream,100-458399-716692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-716900-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3086,MFR,GStr,MFR+GStr
TASSE CREEK - SHORE,QUESNEL LAKE,11537,52.55007514540,-121.08550228100,Lake Portion,100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3387,MFR,GStr,MFR+GStr
TISDALL CREEK,TISDALL CREEK,2743,52.28988741980,-121.10928057000,Stream,100-458399-638146-437909-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-635400-43300-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3414,MFR,GStr,MFR+GStr
TRICKLE CREEK,,2763,52.70319302490,-120.88293430700,Stream,100-458399-741558-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-740949-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3087,MFR,GStr,MFR+GStr
UNNAMED POINT,QUESNEL LAKE,11512,52.49870171130,-120.73148111600,Lake Portion,100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3362,MFR,GStr,MFR+GStr
WASKO CREEK - LOWER,WASKO CREEK,2414,52.56175884550,-121.00086515100,Stream Segment,100-458399-742114-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-745100-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,45065,MFR,GStr,MFR+GStr
WASKO CREEK - SHORE,QUESNEL LAKE,11534,52.56052798370,-121.00648784700,Lake Portion,100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3384,MFR,GStr,MFR+GStr
WASKO CREEK - UPPER,WASKO CREEK,2835,52.54288829690,-120.78169759700,Stream Segment,100-458399-742114-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-745100-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3263,MFR,GStr,MFR+GStr
WATT CREEK,WATT CREEK,2411,52.75182123600,-120.82645857500,Stream,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-739600-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,45062,MFR,GStr,MFR+GStr
WATT CREEK - SHORE,QUESNEL LAKE,11535,52.74447085160,-120.83490227000,Lake Portion,100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3385,MFR,GStr,MFR+GStr
WHIFFLE CREEK,WHIFFLE CREEK,2764,52.49062117230,-121.24437259400,Stream,100-458399-673844-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-672400-00000-00000-0000-0000-000-000-000-000-000-000,QUESNEL-SUMMER TIMING,SEL-06-10,SEL,Current,3088,MFR,GStr,MFR+GStr
PORTAGE CREEK,SETON RIVER,129,50.70835134680,-122.26938894600,Stream Segment,100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,SETON-LATE TIMING,SEL-06-11,SEL,Bin,47181,MFR,GStr,MFR+GStr
DUST CREEK,DUST CREEK,328,55.30957961070,-126.02388280600,Stream,100-567134-179319-815989-532920-447917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42100-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45582,MFR,GStr,MFR+GStr
KAZCHEK CREEK,KAZCHEK CREEK,316,54.88509993200,-125.17055878000,Stream,100-567134-179319-815989-532920-067591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-04800-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45560,MFR,GStr,MFR+GStr
KUZKWA RIVER,KUZKWA RIVER,312,54.78834160140,-124.87847937500,Stream,100-567134-179319-815989-290384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-32400-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45554,MFR,GStr,MFR+GStr
MIDDLE RIVER (ROSSETTE BAR),,310,54.88827251310,-125.17737399200,Stream Segment,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45552,MFR,GStr,MFR+GStr
PINCHI CREEK,PINCHI CREEK,308,54.56348059150,-124.48895023500,Stream,100-567134-179319-710832-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-697600-00000-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45539,MFR,GStr,MFR+GStr
SAKENICHE RIVER,SAKENICHE RIVER,325,55.15236739870,-125.76986535000,Stream,100-567134-179319-815989-532920-446288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-40900-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45578,MFR,GStr,MFR+GStr
SOWCHEA CREEK,SOWCHEA CREEK,307,54.42552322320,-124.39891619600,Stream,100-567134-179319-630270-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-635000-00000-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,3218,MFR,GStr,MFR+GStr
STUART LAKE,STUART LAKE,2438,54.48027670950,-124.43627234900,Lake,100-567134-179319-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-000000-00000-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45090,MFR,GStr,MFR+GStr
STUART RIVER,STUART RIVER,305,53.98833550200,-123.54137510700,Stream,100-567134-179319-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-000000-00000-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,2457,MFR,GStr,MFR+GStr
TACHIE RIVER,TACHIE RIVER,309,54.65906087810,-124.76983406000,Stream,100-567134-179319-815989-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-00000-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45549,MFR,GStr,MFR+GStr
TAKLA LAKE,TAKLA LAKE,2439,55.07521648580,-125.53858173200,Lake,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,SEL-06-13,SEL,Current,45091,MFR,GStr,MFR+GStr
15 MILE CREEK,,336,55.33177879630,-125.76757951900,Stream,100-567134-179319-815989-532920-601637-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-58700-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45590,MFR,GStr,MFR+GStr
25 MILE CREEK,,333,55.26763241910,-125.71703154100,Stream,100-567134-179319-815989-532920-541050-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-52600-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45587,MFR,GStr,MFR+GStr
ANKWILL CREEK,ANKWILL CREEK,342,55.65761933640,-126.19056027400,Stream,100-567134-179319-815989-532920-950785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-94900-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45596,MFR,GStr,MFR+GStr
BAPTISTE CREEK,BAPTISTE CREEK,311,54.89369918450,-125.18295789600,Stream,100-567134-179319-815989-532920-078692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-05800-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45553,MFR,GStr,MFR+GStr
BATES CREEK,BATES CREEK,343,55.70722881260,-126.23756196800,Stream,100-567134-179319-815989-532920-997351-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99500-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45597,MFR,GStr,MFR+GStr
BIVOUAC CREEK,BIVOUAC CREEK,322,55.07614748460,-125.56986580200,Stream,100-567134-179319-815989-532920-341598-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-32300-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45574,MFR,GStr,MFR+GStr
BLACKWATER CREEK,,345,55.72110630910,-126.30049368100,Stream,100-567134-179319-815989-532920-992397-088642-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-0860-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45600,MFR,GStr,MFR+GStr
BLANCHETTE CREEK,,335,55.27613778640,-125.75183132400,Stream,100-567134-179319-815989-532920-554656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-53900-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45589,MFR,GStr,MFR+GStr
CASIMIR CREEK,,321,55.07971228070,-125.55472348700,Stream,100-567134-179319-815989-532920-337200-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-31900-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45573,MFR,GStr,MFR+GStr
CONSOLIDATE CREEK,,349,55.84025136870,-126.46725109900,Stream,100-567134-179319-815989-532920-992397-376822-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-3690-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45604,MFR,GStr,MFR+GStr
CROW CREEK,,329,55.28409481390,-125.99721693600,Stream,100-567134-179319-815989-532920-448305-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42400-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45583,MFR,GStr,MFR+GStr
DRIFTWOOD RIVER,DRIFTWOOD RIVER,344,55.69922333760,-126.25172167300,Stream,100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45598,MFR,GStr,MFR+GStr
DUST CREEK,DUST CREEK,328,55.30957961070,-126.02388280600,Stream,100-567134-179319-815989-532920-447917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42100-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45581,MFR,GStr,MFR+GStr
FLEMING CREEK,FLEMING CREEK,313,54.76892132590,-125.41247126200,Stream,100-567134-179319-815989-795402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-95800-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45556,MFR,GStr,MFR+GStr
FORFAR CREEK,,319,55.04327531660,-125.46949360300,Stream,100-567134-179319-815989-532920-282936-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-26500-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45571,MFR,GStr,MFR+GStr
FORSYTHE CREEK,LOVELL CREEK,340,55.54360141780,-126.08762295100,Stream,100-567134-179319-815989-532920-840028-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-83500-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45594,MFR,GStr,MFR+GStr
FRENCH CREEK,,341,55.65848525950,-126.16802956400,Stream,100-567134-179319-815989-532920-947799-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-94300-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45595,MFR,GStr,MFR+GStr
FRYPAN CREEK,FRYPAN CREEK,339,55.52387612370,-126.07133282800,Stream,100-567134-179319-815989-532920-821367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-81500-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45593,MFR,GStr,MFR+GStr
GLUSKE CREEK,,320,55.05621425570,-125.51457616800,Stream,100-567134-179319-815989-532920-309568-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-29200-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45572,MFR,GStr,MFR+GStr
HOOKER CREEK,,330,55.26985841460,-125.98342203900,Stream,100-567134-179319-815989-532920-448460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42600-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45584,MFR,GStr,MFR+GStr
HUDSON BAY CREEK,HUDSON BAY CREEK,338,55.48307537940,-125.98212595300,Stream,100-567134-179319-815989-532920-767804-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-75700-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45592,MFR,GStr,MFR+GStr
KASTBERG CREEK,KASTBERG CREEK,350,55.92459303070,-126.58324766700,Stream,100-567134-179319-815989-532920-992397-529064-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-5320-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45605,MFR,GStr,MFR+GStr
KAZCHEK CREEK,KAZCHEK CREEK,316,54.88509993200,-125.17055878000,Stream,100-567134-179319-815989-532920-067591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-04800-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45559,MFR,GStr,MFR+GStr
KOTSINE RIVER,KOTSINE RIVER,348,55.81777165360,-126.43689487900,Stream,100-567134-179319-815989-532920-992397-316363-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-3100-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45603,MFR,GStr,MFR+GStr
LEO CREEK,LEO CREEK,323,55.08624797090,-125.58361563000,Stream,100-567134-179319-815989-532920-352419-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-33500-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45575,MFR,GStr,MFR+GStr
LION CREEK,LION CREEK,346,55.76793857440,-126.35417941900,Stream,100-567134-179319-815989-532920-992397-189561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-1770-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45601,MFR,GStr,MFR+GStr
MACDOUGALL CREEK,MACDOUGALL CREEK,326,55.23114270930,-126.00217911800,Stream,100-567134-179319-815989-532920-447529-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-41300-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45579,MFR,GStr,MFR+GStr
MACLAING CREEK,MACLAING CREEK,337,55.45939220700,-125.93842718600,Stream,100-567134-179319-815989-532920-736802-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-72700-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45591,MFR,GStr,MFR+GStr
MIDDLE RIVER (ROSSETTE BAR),,310,54.88827251310,-125.17737399200,Stream Segment,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45551,MFR,GStr,MFR+GStr
NARROWS CREEK,,332,55.16953429800,-125.71916254500,Stream,100-567134-179319-815989-532920-457753-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-44300-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45586,MFR,GStr,MFR+GStr
O'NE-ELL CREEK,O'NE-ELL CREEK,318,55.00322656310,-125.39410841400,Stream,100-567134-179319-815989-532920-228132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-21200-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45570,MFR,GStr,MFR+GStr
PAULA CREEK,PAULA CREEK,314,54.78110970560,-125.38644011700,Stream,100-567134-179319-815989-780459-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-94700-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45557,MFR,GStr,MFR+GStr
POINT CREEK,,331,55.23084647430,-125.97290242900,Stream,100-567134-179319-815989-532920-448538-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42800-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45585,MFR,GStr,MFR+GStr
PORTER CREEK,,347,55.77932085100,-126.37951542400,Stream,100-567134-179319-815989-532920-992397-222656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-2100-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45602,MFR,GStr,MFR+GStr
SAKENICHE RIVER,SAKENICHE RIVER,325,55.15236739870,-125.76986535000,Stream,100-567134-179319-815989-532920-446288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-40900-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45577,MFR,GStr,MFR+GStr
SANDPOINT CREEK,,324,55.12507475610,-125.66818304600,Stream,100-567134-179319-815989-532920-406879-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-39300-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45576,MFR,GStr,MFR+GStr
SHALE CREEK,,334,55.27704928200,-125.72605419000,Stream,100-567134-179319-815989-532920-548566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-53400-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45588,MFR,GStr,MFR+GStr
SIDNEY CREEK,SIDNEY CREEK,315,54.78635792230,-125.36725731100,Stream,100-567134-179319-815989-772841-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-93100-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45558,MFR,GStr,MFR+GStr
SINTA CREEK,SINTA CREEK,327,55.30220363600,-126.02828863300,Stream,100-567134-179319-815989-532920-447878-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-42000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45580,MFR,GStr,MFR+GStr
TAKLA - SHORE,TAKLA LAKE,19719,55.07521648580,-125.53858173200,Lake Portion,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-00000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,7003,MFR,GStr,MFR+GStr
TAKLA LAKE - UNNAMED CREEK (NORTH OF BLANCHETTE),,2765,55.28280166450,-125.76687754000,Stream,100-567134-179319-815989-532920-563674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-54700-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,3089,MFR,GStr,MFR+GStr
TILDESLEY CREEK,TILDESLEY CREEK,2428,54.76749140470,-125.49492227800,Stream,100-567134-179319-815989-795402-216980-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-95800-19000-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45078,MFR,GStr,MFR+GStr
TLITI CREEK,TLITI CREEK,2424,55.38797952150,-125.83162682000,Stream,100-567134-179319-815989-532920-656620-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-64600-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45076,MFR,GStr,MFR+GStr
VAN DECAR CREEK,VAN DECAR CREEK,317,54.96855561150,-125.34148177300,Stream,100-567134-179319-815989-532920-184512-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-16600-0000-0000-000-000-000-000-000-000,TAKLA/TREMBLEUR-EARLY STUART TIMING,SEL-06-14,SEL,Current,45569,MFR,GStr,MFR+GStr
ELKIN CREEK,ELKIN CREEK,288,51.68586278460,-123.72186410600,Stream,100-342455-328500-134035-287985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,150-335700-13400-28700-0000-0000-000-000-000-000-000-000,TASEKO-EARLY SUMMER TIMING,SEL-06-16,SEL,Current,46863,MFR,GStr,MFR+GStr
